Tempo_fs,Temp_K,E_pot_eV,E_kin_eV,E_tot_eV
2250.000,4381544092363.89,-95166.51211,71361132250.55630,71361037084.04419
2251.000,4381299821710.00,-108163.45072,71357153874.42458,71357045710.97386
2252.000,4381429112121.55,-92517.41995,71359259595.59575,71359167078.17580
2253.000,4381767214613.05,-100091.71450,71364766187.81561,71364666096.10110
2254.000,4381622933413.34,-108962.96936,71362416315.36047,71362307352.39111
2255.000,4381487002515.82,-86078.67744,71360202442.22569,71360116363.54825
2256.000,4382954095592.28,-72795.96820,71384096626.75195,71384023830.78375
2257.000,4387295072053.15,-58211.98947,71454797043.95436,71454738831.96489
2258.000,4390581499880.57,-91123.25776,71508322286.62697,71508231163.36920
2259.000,4390592531363.44,-104577.96809,71508501953.67848,71508397375.71039
2260.000,4390366075021.29,-80600.74063,71504813714.86580,71504733114.12517
2261.000,4389673511479.69,-82202.62781,71493534102.60068,71493451899.97287
2262.000,4389929256839.66,-90636.08714,71497699364.45135,71497608728.36421
2263.000,4391558887035.42,-72591.52605,71524240751.11055,71524168159.58450
2264.000,4393305597200.58,-54047.85127,71552688990.46904,71552634942.61777
2265.000,4394507880068.01,-108731.46241,71572270276.17480,71572161544.71240
2266.000,4394567501435.42,-102530.95285,71573241314.73898,71573138783.78613
2267.000,4394497700349.29,-92265.55800,71572104481.59671,71572012216.03871
2268.000,4394080547872.86,-92596.69848,71565310421.69194,71565217824.99345
2269.000,4393843308365.40,-102957.65229,71561446560.11481,71561343602.46252
2270.000,4398435924318.50,-60540.49572,71636245367.90871,71636184827.41298
2271.000,4402990682780.39,-104449.29419,71710427600.04349,71710323150.74930
2272.000,4403608586193.46,-92800.01702,71720491241.13637,71720398441.11935
2273.000,4403537501384.38,-64297.87605,71719333500.31367,71719269202.43762
2274.000,4403020779730.75,-91823.70195,71710917781.68021,71710825957.97826
2275.000,4403810237573.37,-90823.95906,71723775487.62271,71723684663.66365
2276.000,4404077068531.19,-73674.72662,71728121297.88231,71728047623.15569
2277.000,4403082759607.66,-79677.53001,71711927232.70944,71711847555.17944
2278.000,4402495675581.81,-97834.82684,71702365539.40504,71702267704.57820
2279.000,4402103725696.81,-98582.51333,71695981947.91544,71695883365.40210
2280.000,4402270489344.37,-74963.09183,71698697986.47560,71698623023.38377
2281.000,4403447888786.07,-54768.18366,71717874001.93954,71717819233.75587
2282.000,4403251175655.33,-97473.04703,71714670183.50421,71714572710.45718
2283.000,4402401576345.35,-78473.22651,71700832968.25742,71700754495.03091
2284.000,4401889311393.50,-99240.59694,71692489834.83096,71692390594.23402
2285.000,4401643310322.34,-83464.91931,71688483275.81825,71688399810.89894
2286.000,4401955157481.34,-93557.87815,71693562253.88768,71693468696.00954
2287.000,4400506927253.05,-65660.02851,71669975283.93561,71669909623.90709
2288.000,4398991545578.67,-97334.36871,71645294634.87772,71645197300.50900
2289.000,4399960966371.57,-91194.31614,71661083353.18114,71660992158.86501
2290.000,4400596100048.98,-84176.07867,71671427619.35661,71671343443.27794
2291.000,4400643058643.57,-39296.73587,71672192422.45073,71672153125.71486
2292.000,4404699946409.88,-58601.61971,71738265956.87463,71738207355.25493
2293.000,4402383106217.50,-39023.71456,71700532149.82257,71700493126.10802
2294.000,4399827784745.57,-110194.81929,71658914256.75632,71658804061.93703
2295.000,4399735573529.65,-96311.17974,71657412435.33549,71657316124.15575
2296.000,4399272156376.31,-97399.84937,71649864874.00334,71649767474.15398
2297.000,4399017458730.42,-91527.12861,71645716676.01439,71645625148.88577
2298.000,4397509113111.59,-91899.87562,71621150621.46469,71621058721.58907
2299.000,4396242834675.41,-88270.64160,71600527055.65201,71600438785.01041
2300.000,4396858780413.28,-85904.58119,71610558812.56984,71610472907.98865
2301.000,4397840416626.11,-86917.81908,71626546480.41684,71626459562.59776
2302.000,4398798494503.82,-67815.97234,71642150459.44708,71642082643.47475
2303.000,4399203269159.36,-88763.72015,71648742924.82378,71648654161.10362
2304.000,4403658558728.89,-57745.24422,71721305131.54453,71721247386.30031
2305.000,4403311423268.78,-86940.30151,71715651421.58388,71715564481.28236
2306.000,4397225668507.41,-75445.16368,71616534228.82822,71616458783.66454
2307.000,4397395475274.10,-68843.26518,71619299829.92204,71619230986.65686
2308.000,4397052281541.94,-76974.15582,71613710317.91623,71613633343.76041
2309.000,4396763704736.75,-89562.38732,71609010338.38274,71608920775.99541
2310.000,4395837476339.86,-89102.94872,71593925084.02229,71593835981.07358
2311.000,4395259745527.96,-97939.98125,71584515724.21581,71584417784.23456
2312.000,4396045845014.61,-79822.92366,71597318733.43956,71597238910.51590
2313.000,4395230954501.67,-79819.40357,71584046811.84343,71583966992.43987
2314.000,4394643847878.74,-100279.04208,71574484750.50589,71574384471.46381
2315.000,4394957844733.28,-104253.10592,71579598740.13858,71579494487.03267
2316.000,4393656605778.71,-61723.60362,71558405780.95120,71558344057.34758
2317.000,4392848680434.34,-63267.38993,71545247299.34454,71545184031.95461
2318.000,4392937405151.08,-76313.68746,71546692337.00980,71546616023.32233
2319.000,4392522857229.12,-92424.48348,71539940696.84384,71539848272.36037
2320.000,4391636437418.89,-68762.11913,71525503795.15480,71525435033.03568
2321.000,4391614291754.90,-91911.05726,71525143114.16582,71525051203.10857
2322.000,4391804076863.47,-89237.39711,71528234097.60594,71528144860.20883
2323.000,4391647524032.18,-99418.43926,71525684360.10187,71525584941.66261
2324.000,4391979453408.35,-94452.67912,71531090412.30902,71530995959.62990
2325.000,4391992513047.77,-87304.51074,71531303111.44786,71531215806.93712
2326.000,4390725144664.17,-67261.22907,71510661793.92926,71510594532.70018
2327.000,4390128408865.58,-92855.41602,71500942904.57343,71500850049.15741
2328.000,4390794437657.34,-82397.87510,71511790351.88643,71511707954.01134
2329.000,4391283449612.92,-78756.84992,71519754769.47491,71519676012.62500
2330.000,4390839454352.03,-83717.39917,71512523527.73389,71512439810.33472
2331.000,4389636441077.78,-91837.84507,71492930346.07155,71492838508.22647
2332.000,4388693755915.09,-81218.71441,71477577064.40941,71477495845.69499
2333.000,4388432921001.27,-80657.23800,71473328910.24542,71473248253.00742
2334.000,4388137566982.92,-64852.57770,71468518551.90594,71468453699.32825
2335.000,4387249157751.08,-97368.84401,71454049248.99594,71453951880.15193
2336.000,4387323903033.58,-80542.50897,71455266607.04994,71455186064.54097
2337.000,4385754317115.86,-72232.07612,71429703146.79663,71429630914.72052
2338.000,4383187359295.89,-47401.23332,71387895735.38857,71387848334.15524
2339.000,4383368492369.17,-78534.80339,71390845805.25533,71390767270.45193
2340.000,4384438249474.30,-87546.53705,71408268676.42723,71408181129.89018
2341.000,4385467489665.87,-78279.75919,71425031658.58144,71424953378.82225
2342.000,4385403085492.46,-60132.87523,71423982723.63095,71423922590.75572
2343.000,4385317128837.56,-86856.09720,71422582768.70892,71422495912.61172
2344.000,4386012404560.62,-86310.90762,71433906553.60712,71433820242.69949
2345.000,4386703676751.12,-89756.44116,71445165133.95399,71445075377.51283
2346.000,4386858810772.02,-83267.64805,71447691763.64172,71447608495.99368
2347.000,4386021975651.44,-83444.33586,71434062435.61192,71433978991.27606
