Tempo_fs,Temp_K,E_pot_eV,E_kin_eV,E_tot_eV
798.000,641968008297.99,-74006.13411,10455575243.58118,10455501237.44708
799.000,642090175926.99,-82223.35445,10457564957.74268,10457482734.38823
800.000,642069079200.28,-92326.71441,10457221360.53746,10457129033.82306
801.000,642354311605.96,-80917.14081,10461866870.65777,10461785953.51696
802.000,642052185398.83,2108.78275,10456946215.34328,10456948324.12604
803.000,642411658919.70,-75398.21899,10462800872.26853,10462725474.04954
804.000,642117849489.62,-96328.75696,10458015670.25890,10457919341.50194
805.000,642141697927.23,-75570.28765,10458404083.90356,10458328513.61590
806.000,642194757764.88,-41454.79907,10459268256.44450,10459226801.64544
807.000,642653572252.17,-82546.82406,10466740855.28545,10466658308.46139
808.000,642878014864.78,-105134.72756,10470396296.97977,10470291162.25221
809.000,642810034241.73,-87029.68848,10469289113.27255,10469202083.58407
810.000,643011008827.27,-103840.07673,10472562336.97529,10472458496.89856
811.000,643370098175.15,-85828.64050,10478410736.96941,10478324908.32890
812.000,643288737966.22,-71376.84047,10477085643.23364,10477014266.39317
813.000,643154355703.61,-83233.80745,10474896992.33526,10474813758.52781
814.000,643321820961.58,-67275.94737,10477624457.85180,10477557181.90443
815.000,643392912849.63,-41327.98502,10478782313.96783,10478740985.98281
816.000,643333685719.23,-105083.45137,10477817696.24486,10477712612.79349
817.000,643330745268.61,-75804.42146,10477769805.84798,10477694001.42652
818.000,644356370646.27,-53071.40658,10494473914.41621,10494420843.00963
819.000,645925637152.31,-70020.42687,10520032172.48984,10519962152.06297
820.000,645894211841.87,-87302.97856,10519520356.17867,10519433053.20012
821.000,645802860417.29,-96051.11431,10518032537.96817,10517936486.85386
822.000,646146739343.17,-40683.26510,10523633209.55585,10523592526.29074
823.000,646745834144.90,-77566.25804,10533390519.41632,10533312953.15829
824.000,646561378682.61,-96085.33329,10530386338.61592,10530290253.28263
825.000,646672225896.85,-89535.93580,10532191679.96317,10532102144.02737
826.000,646911567010.18,-98077.14478,10536089769.87874,10535991692.73396
827.000,647037418752.61,-98800.04364,10538139486.29073,10538040686.24709
828.000,647400795335.79,-68683.34141,10544057711.43296,10543989028.09155
829.000,647871408488.57,-103177.02776,10551722472.24012,10551619295.21236
830.000,647808993213.87,-78235.22668,10550705929.99417,10550627694.76749
831.000,648268442917.98,-94706.57510,10558188874.45541,10558094167.88030
832.000,648838186454.59,-49357.00528,10567468147.47145,10567418790.46617
833.000,649512314190.62,-59581.14578,10578447500.30014,10578387919.15436
834.000,650219015920.85,-93985.96252,10589957377.77018,10589863391.80766
835.000,650842966174.55,-100052.45279,10600119502.27095,10600019449.81815
836.000,651568105334.15,-85243.57263,10611929665.62366,10611844422.05103
837.000,652201798142.56,-64346.55128,10622250464.71971,10622186118.16843
838.000,653263871251.18,-82708.59565,10639548188.52801,10639465479.93236
839.000,653619443255.09,-15299.24462,10645339302.40502,10645324003.16039
840.000,654083071791.03,-66970.23502,10652890306.47362,10652823336.23860
841.000,653309962303.29,-58911.77035,10640298862.17095,10640239950.40060
842.000,653429812967.67,-74720.77615,10642250840.49876,10642176119.72261
843.000,655393842726.34,-35901.05898,10674238510.68954,10674202609.63055
844.000,659188564203.21,-17634.43965,10736042207.16191,10736024572.72226
845.000,660759388306.94,-99090.35444,10761625833.44660,10761526743.09216
846.000,660590601443.58,-102968.60225,10758876843.26758,10758773874.66533
847.000,660603282960.76,-73362.83415,10759083384.02250,10759010021.18834
848.000,660522301740.32,-105257.02959,10757764462.77935,10757659205.74977
849.000,660368947141.45,-89577.20896,10755266814.10107,10755177236.89211
850.000,659967404725.84,-92497.34596,10748726991.42192,10748634494.07596
851.000,659302903517.68,-37621.27423,10737904423.48775,10737866802.21352
852.000,660435817984.98,-53539.48785,10756355923.10200,10756302383.61415
853.000,661539051220.61,-61201.35498,10774324011.78736,10774262810.43238
854.000,661993633103.14,-86601.51593,10781727675.23442,10781641073.71849
855.000,662782431524.41,-66358.05146,10794574641.34337,10794508283.29190
856.000,663893352746.15,-87223.91776,10812667942.36986,10812580718.45210
857.000,663839197331.95,-78945.38324,10811785926.44275,10811706981.05951
858.000,663956518712.43,-83789.73239,10813696710.94523,10813612921.21284
859.000,663190622961.48,-63129.44448,10801222755.00145,10801159625.55697
860.000,662518834835.61,-101941.99173,10790281506.82874,10790179564.83700
861.000,675949398113.17,120048.82628,11009021791.54244,11009141840.36871
862.000,710589908672.51,-93502.84460,11573203277.14236,11573109774.29777
863.000,710712252318.47,-76082.31638,11575195858.04889,11575119775.73251
864.000,710903407434.12,-105235.67166,11578309154.45787,11578203918.78621
865.000,710901170123.35,-108553.47556,11578272715.92686,11578164162.45131
866.000,710815683232.49,-81808.88797,11576880411.93645,11576798603.04848
867.000,710513942526.97,-78347.37657,11571966035.19205,11571887687.81549
868.000,709992183853.59,-65681.85791,11563468279.85531,11563402597.99741
869.000,709707526267.63,-93047.01298,11558832131.68261,11558739084.66963
870.000,709572696811.15,-83648.73064,11556636197.44744,11556552548.71680
871.000,709579756470.08,-96845.33431,11556751176.37819,11556654331.04388
872.000,709328762578.04,-98319.71744,11552663300.51820,11552564980.80076
873.000,709326702739.27,-104214.97729,11552629752.43033,11552525537.45304
874.000,709801667031.68,-52379.01504,11560365379.17971,11560313000.16467
875.000,710031976599.84,-65295.80714,11564116374.53784,11564051078.73070
876.000,709894523516.42,-98583.68288,11561877709.93538,11561779126.25250
877.000,710606587770.09,-55208.88292,11573474925.50719,11573419716.62428
878.000,712058212339.22,-60909.48511,11597117178.25480,11597056268.76969
879.000,712946693851.60,-67822.58828,11611587658.38018,11611519835.79190
880.000,712858648066.04,-80795.43859,11610153678.30022,11610072882.86164
881.000,712620440170.59,-103360.47240,11606274044.82590,11606170684.35350
882.000,713013589374.49,-90674.68107,11612677169.32764,11612586494.64658
883.000,713511322824.75,-84285.98438,11620783631.75757,11620699345.77318
884.000,713452805174.88,-85174.04012,11619830569.16982,11619745395.12970
885.000,796167906033.68,-13843.33345,12966991096.84537,12966977253.51192
886.000,1091104412663.53,-73917.15930,17770549525.43921,17770475608.27990
887.000,1092184822679.45,-71610.44102,17788145897.95198,17788074287.51096
888.000,1092967812513.75,-108019.54516,17800898261.03191,17800790241.48675
889.000,1092704170817.05,-71343.49365,17796604393.48476,17796533049.99110
890.000,1093192800312.50,-74939.42616,17804562582.03909,17804487642.61293
891.000,1093669019762.77,-71423.39077,17812318651.23630,17812247227.84554
892.000,1093495468518.13,-81916.00245,17809492064.74987,17809410148.74743
893.000,1093331275817.63,-77961.12304,17806817898.57278,17806739937.44975
894.000,1093555225647.27,-85820.04964,17810465314.43213,17810379494.38249
895.000,1093741464286.63,-87252.07685,17813498537.39952,17813411285.32267
896.000,1093412588725.77,-92610.42277,17808142221.93219,17808049611.50942
897.000,1093368718201.12,-96332.51629,17807427713.47457,17807331380.95828
898.000,1093584964704.09,-96305.86821,17810949667.14480,17810853361.27658
899.000,1093154838074.93,-63550.17254,17803944300.40169,17803880750.22915
900.000,1093074869577.38,-96566.33265,17802641873.12737,17802545306.79472
901.000,1093735350158.02,-93954.50128,17813398958.08884,17813305003.58756
902.000,1094077242209.74,-83651.90542,17818967269.94509,17818883618.03967
903.000,1094304014739.95,-98604.56189,17822660658.43505,17822562053.87317
904.000,1094427558975.85,-106549.70883,17824672793.05497,17824566243.34615
905.000,1092678912837.15,-51351.26675,17796193022.97102,17796141671.70428
906.000,1091107422722.36,-70400.02855,17770598549.52790,17770528149.49936
907.000,1090569547353.81,-77437.75056,17761838305.53617,17761760867.78560
908.000,1089949163501.03,-103262.60692,17751734266.13116,17751631003.52425
909.000,1089895022660.15,-86836.90121,17750852487.55609,17750765650.65488
910.000,1089937714389.80,-70030.81269,17751547797.26905,17751477766.45636
911.000,1089413136391.63,-89716.72610,17743004124.28212,17742914407.55602
912.000,1088901738314.76,-48126.74111,17734675109.43561,17734626982.69449
913.000,1090054212188.44,-63087.43051,17753445168.29641,17753382080.86589
914.000,1091421427839.65,-90453.63056,17775712673.73373,17775622220.10317
915.000,1091575394316.26,-73593.75720,17778220287.91461,17778146694.15741
916.000,1091419216355.37,-97370.49537,17775676655.83270,17775579285.33733
917.000,1091483300278.92,-80407.81895,17776720374.95240,17776639967.13345
918.000,1091659479817.51,-76360.83199,17779589767.81669,17779513406.98470
919.000,1091307065194.96,-110191.47822,17773850077.43436,17773739885.95613
920.000,1090862498851.50,-95643.98042,17766609534.61181,17766513890.63139
921.000,1090949136977.84,-96105.99560,17768020588.49170,17767924482.49610
922.000,1090241694228.09,-90242.81779,17756498642.21879,17756408399.40100
923.000,1090026701958.77,-76088.07940,17752997115.94397,17752921027.86457
924.000,1091021776980.45,-76069.78016,17769203658.36935,17769127588.58920
925.000,1091693639704.87,-98549.51654,17780146121.51032,17780047571.99378
926.000,1092070091350.36,-62388.21600,17786277296.98029,17786214908.76429
927.000,1092307937393.62,-88424.24108,17790151037.05695,17790062612.81588
928.000,1091089378136.16,-84122.13603,17770304661.78527,17770220539.64923
929.000,1092099505551.05,-64474.87801,17786756358.84094,17786691883.96294
930.000,1096845191375.51,-92186.81727,17864048178.02616,17863955991.20888
931.000,1097113077003.28,-90058.22052,17868411165.43620,17868321107.21569
932.000,1098019446858.91,-59166.34825,17883172988.61358,17883113822.26532
933.000,1098962262267.23,-65818.32286,17898528391.55429,17898462573.23143
934.000,1098970732892.55,-90501.35910,17898666350.54799,17898575849.18890
935.000,1098894553660.81,-83258.35309,17897425638.11503,17897342379.76194
936.000,1099009809391.15,-94748.14897,17899302779.88111,17899208031.73214
937.000,1099602472627.77,-76959.69346,17908955340.42076,17908878380.72730
938.000,1099922084896.22,-86407.23570,17914160786.92017,17914074379.68447
939.000,1099551584841.24,-105404.03871,17908126543.54269,17908021139.50398
940.000,1099772094161.91,-87529.05838,17911717924.67749,17911630395.61911
941.000,1099501972513.88,-68628.56960,17907318519.75495,17907249891.18536
942.000,1099226756638.44,-93264.30480,17902836146.40192,17902742882.09712
943.000,1098941261198.16,-82035.85705,17898186352.30164,17898104316.44459
944.000,1097886681930.44,-90375.30835,17881010678.83897,17880920303.53062
945.000,1096841136135.29,-59889.94666,17863982131.32499,17863922241.37833
946.000,1096836671451.88,-89276.78024,17863909416.12313,17863820139.34290
947.000,1097742300957.12,-71294.74104,17878659181.39555,17878587886.65451
948.000,1094618939801.50,-58903.83559,17827789765.54725,17827730861.71165
949.000,1090659839454.81,-96013.50238,17763308870.80376,17763212857.30138
950.000,1089475160841.55,-36831.30933,17744014301.26091,17743977469.95158
951.000,1089141166783.84,-87354.89985,17738574622.09278,17738487267.19293
952.000,1089215723412.35,-100666.34559,17739788907.58555,17739688241.23996
953.000,1462051038502.64,133364.74894,23812066092.74615,23812199457.49509
954.000,2602553659869.24,-97415.67824,42387152108.03676,42387054692.35852
955.000,2605117165935.61,-98636.46207,42428903301.58201,42428804665.11993
956.000,2607838685949.58,-99014.74606,42473228029.47377,42473129014.72771
957.000,2607586867235.95,-61987.32211,42469126719.94728,42469064732.62518
958.000,2608006974847.89,-93996.53122,42475968909.41820,42475874912.88697
959.000,2608743369678.25,-91195.65487,42487962391.11566,42487871195.46079
960.000,2609126442605.17,-91604.57078,42494201405.76960,42494109801.19881
961.000,2609396871301.46,-86546.50051,42498605811.51183,42498519265.01132
962.000,2608846477553.86,-99364.75812,42489641683.75584,42489542318.99773
963.000,2607847934247.79,-84841.33538,42473378654.23474,42473293812.89936
964.000,2608605161749.47,-75637.08039,42485711432.53202,42485635795.45163
965.000,2610021262784.11,-82070.37801,42508775122.20013,42508693051.82213
966.000,2610496899854.38,-97417.81414,42516521706.31738,42516424288.50324
967.000,2610050777326.98,-77274.57749,42509255818.30920,42509178543.73170
968.000,2608982116012.71,-91826.93914,42491850794.01392,42491758967.07477
969.000,2608744424952.74,-80187.22860,42487979578.11201,42487899390.88342
970.000,2609236614775.63,-81886.88162,42495995752.84470,42495913865.96307
971.000,2612760217777.02,-79408.18744,42553383809.31062,42553304401.12318
972.000,2617220787435.25,-104457.08312,42626032011.53878,42625927554.45566
973.000,2618498263290.91,-54973.94264,42646837946.97193,42646782973.02929
974.000,2618848275792.12,-97498.60933,42652538514.59404,42652441015.98471
975.000,2618879413899.52,-90501.06995,42653045653.29984,42652955152.22990
976.000,2619125071002.19,-109775.98087,42657046610.18227,42656936834.20140
977.000,2622103029188.64,-74502.01385,42705547883.59183,42705473381.57798
978.000,2625619399746.57,-103379.71466,42762818147.02782,42762714767.31316
979.000,2625768316988.33,-102555.70966,42765243525.56105,42765140969.85139
980.000,2625190564366.65,-87740.97872,42755833810.54400,42755746069.56528
981.000,2624644315518.07,-86248.07236,42746937189.74006,42746850941.66770
982.000,2625097701670.25,-85366.46030,42754321378.62068,42754236012.16038
983.000,2627353169076.52,-88140.26800,42791055622.18232,42790967481.91432
984.000,2628813409896.35,-98256.10808,42814838205.68835,42814739949.58027
985.000,2628455847722.46,-100300.09561,42809014678.40179,42808914378.30618
986.000,2628449388966.42,-70619.80450,42808909486.22899,42808838866.42448
987.000,2628467517748.43,-56420.67045,42809204745.24801,42809148324.57756
988.000,2628250095381.48,-96677.26162,42805663640.56997,42805566963.30834
989.000,2627744654906.28,-104781.53543,42797431655.71832,42797326874.18288
990.000,2627614070262.97,-105048.75424,42795304855.71244,42795199806.95821
991.000,2626904529622.54,-84216.92696,42783748741.60941,42783664524.68245
992.000,2625843360616.13,-113294.05232,42766465742.69161,42766352448.63929
993.000,2628148606369.62,-74541.53161,42804010713.96582,42803936172.43421
994.000,2630090746660.34,-99097.63220,42835641875.76952,42835542778.13733
995.000,2629699257922.99,-96410.71827,42829265794.87839,42829169384.16012
996.000,2629539187171.62,-42867.99339,42826658761.87423,42826615893.88084
997.000,2629514835347.33,-99036.93172,42826262149.69446,42826163112.76274
998.000,2629280234182.34,-82351.42903,42822441258.15294,42822358906.72391
999.000,2629130809378.08,-111512.92597,42820007613.07408,42819896100.14811
1000.000,2630031040099.69,-89081.03736,42834669449.68389,42834580368.64653
1001.000,2631101615673.04,-91314.63187,42852105651.04650,42852014336.41463
1002.000,2631291987105.22,-107949.99731,42855206183.79533,42855098233.79802
1003.000,2631419394803.24,-39054.04921,42857281241.67362,42857242187.62441
1004.000,2631637029194.77,-96537.35582,42860825799.54389,42860729262.18807
1005.000,2632031005368.58,-93630.66364,42867242392.70152,42867148762.03788
1006.000,2632822785921.79,-75277.18549,42880137928.06078,42880062650.87528
1007.000,2632171797360.74,-85756.11933,42869535437.29042,42869449681.17110
1008.000,2630864112419.50,-69009.56066,42848237493.90189,42848168484.34122
1009.000,2629556585706.30,-92287.62088,42826942127.53445,42826849839.91357
1010.000,2628159397130.21,-86922.24825,42804186460.43277,42804099538.18452
1011.000,2628748356110.73,-95095.08071,42813778690.66327,42813683595.58256
1012.000,2629693204838.22,-102566.61507,42829167209.77382,42829064643.15874
1013.000,2630100219845.31,-86911.60724,42835796163.20593,42835709251.59869
1014.000,2630855039565.30,-91942.21895,42848089726.55434,42847997784.33540
1015.000,2631910014685.74,-87895.33315,42865271847.17299,42865183951.83984
1016.000,2632404901881.25,-95300.26988,42873331953.35094,42873236653.08105
1017.000,2632425140838.49,-106871.62367,42873661580.27559,42873554708.65192
1018.000,2632413677210.48,-97869.42274,42873474874.98228,42873377005.55955
1019.000,2632278186972.43,-103744.62979,42871268178.76003,42871164434.13025
1020.000,2632645535990.51,-60558.24478,42877251101.97355,42877190543.72877
1021.000,2634074642122.93,-68976.50483,42900526602.47434,42900457625.96951
1022.000,2634532161519.86,-95020.54036,42907978108.49672,42907883087.95636
1023.000,2634033767681.00,-100276.37972,42899860890.47997,42899760614.10025
1024.000,2634002195824.75,-85446.85919,42899346687.41325,42899261240.55406
1025.000,2634099148133.72,-77974.38382,42900925725.85186,42900847751.46804
1026.000,2634452445883.54,-97189.68573,42906679799.51118,42906582609.82545
1027.000,2634419015964.22,-70888.93183,42906135334.62759,42906064445.69576
1028.000,2634980482791.40,-79107.19000,42915279806.91049,42915200699.72049
1029.000,2636155618638.15,-101013.38569,42934418955.75948,42934317942.37379
1030.000,2637040446982.40,-110388.60702,42948829937.63301,42948719549.02599
1031.000,2637427086022.86,-81868.48431,42955127032.70225,42955045164.21793
1032.000,2637386018167.37,-84168.56462,42954458170.62867,42954374002.06406
1033.000,2637545112637.23,-77331.43450,42957049303.17580,42956971971.74129
1034.000,2637847903894.42,-71498.37840,42961980789.99712,42961909291.61872
1035.000,2637101071813.81,-71830.94942,42949817319.36897,42949745488.41955
1036.000,2636187077623.63,-95292.22761,42934931320.52767,42934836028.30006
1037.000,2636210425801.56,-71376.66343,42935311586.56583,42935240209.90240
1038.000,2636502386099.71,-105255.22475,42940066672.21810,42939961416.99335
1039.000,2636788409211.87,-84341.32728,42944725060.38064,42944640719.05336
1040.000,2636936434559.03,-86893.48060,42947135912.84554,42947049019.36494
1041.000,2637157256952.04,-92875.74106,42950732392.91264,42950639517.17159
1042.000,2637297803975.21,-82470.47413,42953021447.75185,42952938977.27772
1043.000,2637231582022.90,-70234.93968,42951942907.08294,42951872672.14326
1044.000,2637296565734.99,-101899.56321,42953001280.83771,42952899381.27450
1045.000,2637119522466.73,-89645.43594,42950117820.62034,42950028175.18440
1046.000,2637247856252.25,-82882.11018,42952207961.45830,42952125079.34811
1047.000,2637779789474.36,-104994.34668,42960871427.17067,42960766432.82398
1048.000,2637950836318.58,-107488.73793,42963657225.10271,42963549736.36477
1049.000,2637835225710.63,-94919.97170,42961774303.53220,42961679383.56050
1050.000,2637570900854.35,-84844.49120,42957469309.53279,42957384465.04159
1051.000,2637355892586.77,-83786.13297,42953967522.69813,42953883736.56516
1052.000,2637052077947.66,-99244.68613,42949019368.30696,42948920123.62083
1053.000,2636594391115.13,-96584.29397,42941565135.30202,42941468551.00805
1054.000,2636387301526.89,-106652.60063,42938192318.05255,42938085665.45192
1055.000,2636918383044.82,-53972.69616,42946841912.26823,42946787939.57207
1056.000,2637318410424.28,-96879.44519,42953357059.92563,42953260180.48044
1057.000,2637197335283.37,-83570.02916,42951385138.84924,42951301568.82007
1058.000,2643040126338.74,-59860.57674,43046545241.41251,43046485380.83578
1059.000,2650571016677.63,-63064.49513,43169199002.30354,43169135937.80842
1060.000,2651866104453.82,-108730.63897,43190291778.75966,43190183048.12069
1061.000,2651761577761.00,-97158.47029,43188589378.19188,43188492219.72159
1062.000,2651751772014.44,-106681.83550,43188429674.40660,43188322992.57111
1063.000,2651365807955.20,-72023.66475,43182143572.59071,43182071548.92596
1064.000,2651191267386.35,-94492.08951,43179300873.22404,43179206381.13454
1065.000,2649082534217.04,-90919.92949,43144956454.13235,43144865534.20286
1066.000,2646670133519.34,-80011.08785,43105666276.60571,43105586265.51787
1067.000,2646371684475.62,-91759.70948,43100805510.34842,43100713750.63895
1068.000,2646293493765.02,-106185.86961,43099532037.45342,43099425851.58382
1069.000,2646132357659.26,-66769.90502,43096907653.28413,43096840883.37910
1070.000,2646051382672.86,-98761.49678,43095588833.57304,43095490072.07626
1071.000,2646511650257.81,-86493.40716,43103085098.65868,43102998605.25152
1072.000,2647799205098.17,-74979.46818,43124055188.03939,43123980208.57121
1073.000,2648386524847.25,-63461.98944,43133620720.51013,43133557258.52069
1074.000,2647542786616.84,-87020.05206,43119878963.22638,43119791943.17432
1075.000,2648322033086.05,-90529.34954,43132570359.03869,43132479829.68915
1076.000,2648624221124.84,-72802.88425,43137492021.39016,43137419218.50591
1077.000,2648146411459.39,-58161.98484,43129710052.74894,43129651890.76410
1078.000,2648066554325.01,-68595.79825,43128409439.21928,43128340843.42103
1079.000,2648096993357.05,-91811.92008,43128905192.25629,43128813380.33621
1080.000,2648393745960.61,-75290.12177,43133738329.00954,43133663038.88778
1081.000,2648805128914.27,-93635.82514,43140438422.11427,43140344786.28913
1082.000,2668295071472.91,-46836.14241,43457866328.61571,43457819492.47330
1083.000,2689398299648.83,-98760.05033,43801569421.64182,43801470661.59148
1084.000,2691215685863.93,-6053.68698,43831168744.46328,43831162690.77630
1085.000,2694457151901.24,-81880.13804,43883961705.50574,43883879825.36769
1086.000,2693856505918.17,-62511.61618,43874179131.93578,43874116620.31961
1087.000,2693750251536.40,-91351.70513,43872448592.92254,43872357241.21741
1088.000,2693887043647.72,-31959.32251,43874676492.43491,43874644533.11239
1089.000,2694350509099.33,-89912.20614,43882224840.38924,43882134928.18310
1090.000,2694308205547.92,-97724.07805,43881535852.83976,43881438128.76171
1091.000,2694200182929.38,-94842.22673,43879776514.98867,43879681672.76195
1092.000,2694378778878.74,-94826.75220,43882685263.34167,43882590436.58947
1093.000,2694304764375.58,-99244.15882,43881479807.31116,43881380563.15234
1094.000,2694186069556.35,-85593.86935,43879546653.94929,43879461060.07994
1095.000,2694764798224.42,-99468.99233,43888972265.59420,43888872796.60187
1096.000,2693544739235.36,-60076.57667,43869101464.56233,43869041387.98566
1097.000,2690403702087.16,-55118.35456,43817944164.16508,43817889045.81052
1098.000,2689063117536.79,-113255.86344,43796110392.92480,43795997137.06136
1099.000,2688334958208.43,-46409.56551,43784251040.82536,43784204631.25986
1100.000,2687783820421.21,-56692.94591,43775274795.07890,43775218102.13299
1101.000,2688361269703.18,-88898.70238,43784679569.67650,43784590670.97411
1102.000,2688616812008.76,-84124.31463,43788841524.43034,43788757400.11571
1103.000,2686748030307.94,60543.37485,43758405135.95895,43758465679.33380
1104.000,2691500867909.67,-67281.40409,43835813434.38356,43835746152.97947
1105.000,2692335665994.90,-95095.07102,43849409585.71900,43849314490.64799
1106.000,2692407690639.35,-66586.16912,43850582633.40951,43850516047.24039
1107.000,2692062717858.38,-68576.29335,43844964146.47276,43844895570.17941
1108.000,2692241214637.40,-62126.03741,43847871279.66264,43847809153.62523
1109.000,2692177393239.33,-102769.19458,43846831836.23080,43846729067.03622
1110.000,2691729317649.11,-107197.05090,43839534139.16828,43839426942.11738
1111.000,2691085301019.00,-78237.46774,43829045198.52452,43828966961.05678
1112.000,2690755628908.97,-73591.01784,43823675909.85664,43823602318.83879
1113.000,2690373067790.42,-91301.88580,43817445230.89975,43817353929.01395
1114.000,2689777326860.61,-70152.38308,43807742544.72725,43807672392.34416
1115.000,2688981546313.11,-110060.78582,43794781862.44370,43794671801.65788
1116.000,2687808735947.59,-50874.62548,43775680588.13613,43775629713.51065
1117.000,2687740834004.62,-99369.21910,43774574685.87208,43774475316.65298
1118.000,2688397256266.12,-97134.88652,43785265673.98654,43785168539.10002
1119.000,2689620609333.47,-73606.00969,43805190124.86230,43805116518.85262
1120.000,2691132762072.77,-75581.13870,43829818185.04788,43829742603.90918
1121.000,2691402969263.06,-104115.41417,43834218983.17633,43834114867.76216
1122.000,2691451229245.29,-95514.21125,43835004981.65122,43834909467.43998
1123.000,2690537775356.05,-88070.04895,43820127782.55875,43820039712.50980
1124.000,2694495967860.50,-20260.39728,43884593891.49853,43884573631.10125
1125.000,2706549153543.56,-59654.74572,44080901165.70093,44080841510.95521
1126.000,2706142104377.01,-21937.83465,44074271655.92216,44074249718.08752
1127.000,2706067034737.04,-88047.54645,44073049015.13765,44072960967.59119
1128.000,2706147778877.15,-108887.94432,44074364075.11191,44074255187.16759
1129.000,2706109363971.54,-88761.90814,44073738420.98129,44073649659.07315
1130.000,2706495434752.39,-96232.92781,44080026260.94576,44079930028.01794
1131.000,2706175063749.27,-56806.49529,44074808457.12125,44074751650.62595
1132.000,2705904086177.04,-90629.11488,44070395111.97143,44070304482.85654
1133.000,2706070665918.23,-81518.90168,44073108155.29365,44073026636.39197
1134.000,2706898610250.89,-76866.47129,44086592681.24477,44086515814.77348
1135.000,2706582938061.52,-91717.48853,44081451405.84541,44081359688.35687
1136.000,2705205718553.53,-87015.15848,44059020970.05011,44058933954.89163
1137.000,2704511915770.98,-79508.90308,44047721174.57220,44047641665.66912
1138.000,2704730225036.75,-79675.83018,44051276723.95332,44051197048.12314
1139.000,2705347214274.34,-87770.46153,44061325476.09471,44061237705.63318
1140.000,2709271030387.12,-80791.00751,44125231705.18847,44125150914.18096
1141.000,2713520114697.74,-95062.81935,44194435497.51425,44194340434.69490
1142.000,2713857961310.47,-95901.82745,44199937922.29942,44199842020.47198
1143.000,2713758570526.71,-79569.26108,44198319169.02085,44198239599.75977
1144.000,2712796159665.96,-91144.64549,44182644619.76038,44182553475.11489
1145.000,2726382677031.64,30992.85998,44403924890.39508,44403955883.25507
1146.000,2765043818843.60,-91802.08792,45033589409.48762,45033497607.39970
1147.000,2766596405549.20,-98322.04670,45058876007.74918,45058777685.70248
1148.000,2765693610508.26,-77709.53831,45044172406.70045,45044094697.16213
1149.000,2765850454751.27,-93792.91536,45046726890.35550,45046633097.44015
1150.000,2766586135478.13,-104974.17041,45058708741.62453,45058603767.45412
1151.000,2767518726772.75,-99463.06588,45073897626.93727,45073798163.87139
1152.000,2768558436719.07,-88440.46129,45090831127.41497,45090742686.95368
1153.000,2769365629637.57,6427.30653,45103977680.18150,45103984107.48802
1154.000,2769203478182.47,-82807.58079,45101336759.26683,45101253951.68604
1155.000,2768617173888.99,-95157.63502,45091787765.27192,45091692607.63690
1156.000,2768269287025.58,-73318.54352,45086121817.39042,45086048498.84690
1157.000,2767679868186.81,-63993.51614,45076522097.56155,45076458104.04542
1158.000,2768267110441.42,-100941.80104,45086086367.89891,45085985426.09787
1159.000,2768587000050.06,-68987.15815,45091296331.36996,45091227344.21181
1160.000,2768573193682.34,-95043.52628,45091071470.45051,45090976426.92422
1161.000,2769167294821.85,-68694.95177,45100747449.76124,45100678754.80946
1162.000,2769527405052.20,-74077.10373,45106612476.61735,45106538399.51362
1163.000,2770578459716.13,-91876.87447,45123730745.72392,45123638868.84945
1164.000,2771254646320.34,-82326.82363,45134743630.83290,45134661304.00927
1165.000,2771368804028.64,-110549.41259,45136602889.38374,45136492339.97115
1166.000,2771505097256.86,-94923.38921,45138822663.70963,45138727740.32043
1167.000,2771521217551.04,-77573.45607,45139085210.98065,45139007637.52458
1168.000,2771168438470.17,-88690.89511,45133339584.75518,45133250893.86007
1169.000,2770729613737.94,-114798.11456,45126192554.14420,45126077756.02964
1170.000,2770439201632.74,-90963.49632,45121462683.53026,45121371720.03394
1171.000,2769537412873.88,-68795.09046,45106775471.55058,45106706676.46012
1172.000,2768772045918.13,-84087.64633,45094310127.96431,45094226040.31799
1173.000,2769282968969.55,-60523.68786,45102631406.18808,45102570882.50021
1174.000,2769321916732.46,-70037.21451,45103265738.83453,45103195701.62002
1175.000,2768832149625.35,-82692.90708,45095289022.27864,45095206329.37156
1176.000,2768492227629.97,-106136.02929,45089752796.24603,45089646660.21674
1177.000,2766863731673.72,-64753.85043,45063229882.66720,45063165128.81677
1178.000,2766317399256.50,-55272.68786,45054331900.80140,45054276628.11354
1179.000,2767304522342.74,-99936.27356,45070408932.00771,45070308995.73414
1180.000,2767389218134.82,-91346.16588,45071788351.56676,45071697005.40087
1181.000,2767122587697.91,-93179.71019,45067445807.14186,45067352627.43167
1182.000,2767089597122.24,-93164.60735,45066908497.74043,45066815333.13308
1183.000,2767435457782.85,-72425.18601,45072541445.35486,45072469020.16885
1184.000,2767683895612.67,-71723.18798,45076587691.25723,45076515968.06924
1185.000,2767975313444.53,-84067.74460,45081333941.89423,45081249874.14964
1186.000,2768377440223.10,-77963.23742,45087883281.94933,45087805318.71191
1187.000,2766477491548.39,-34765.88765,45056939284.63070,45056904518.74306
1188.000,2766994347009.46,-67143.55247,45065357182.55299,45065290039.00051
1189.000,2767010049193.05,-88886.68386,45065612920.15980,45065524033.47594
1190.000,2767306414018.54,-95701.14737,45070439741.26680,45070344040.11942
1191.000,2766990441531.53,-100554.20092,45065293574.99341,45065193020.79249
1192.000,2766726013771.01,-84537.68303,45060986905.01794,45060902367.33492
1193.000,2766754794896.15,-79188.94195,45061455656.13259,45061376467.19064
